Year,State,Area,FClass,VMT
2011,Washington,Rural,Minor Arterial,2141628256.375
2011,Washington,Rural,Major Collector,3901542624.375
2011,Washington,Rural,Minor Collector,1162675745
2011,Washington,Rural,Local,1190087610
2011,Washington,Urban,Interstate,10872600406.8
2011,Washington,Urban,Other Freeways and Expressways,5282003523.815
2011,Washington,Urban,Other Principal Arterial,8778884616.74
2011,Washington,Urban,Minor Arterial,7560773191.135
2011,Washington,Urban,Major Collector,3063040552.26
2011,Washington,Urban,Minor Collector,0
2011,Washington,Urban,Local,4396033355
2011,West Virginia,Rural,Interstate,2706305851.7
2011,West Virginia,Rural,Other Freeways and Expressways,0
2011,West Virginia,Rural,Other Principal Arterial,2529173326.35
2011,West Virginia,Rural,Minor Arterial,1587629367.5
2011,West Virginia,Rural,Major Collector,2719936243.8
2011,West Virginia,Rural,Minor Collector,382885000
2011,West Virginia,Rural,Local,1038060000
2011,West Virginia,Urban,Interstate,2688489829.4
2011,West Virginia,Urban,Other Freeways and Expressways,76637330.85
2011,West Virginia,Urban,Other Principal Arterial,1978227821.25
2011,West Virginia,Urban,Minor Arterial,2054610429.55
2011,West Virginia,Urban,Major Collector,660240831.35
2011,West Virginia,Urban,Minor Collector,0
2011,West Virginia,Urban,Local,540930000
2011,Wisconsin,Rural,Interstate,5201800465.625
2011,Wisconsin,Rural,Other Freeways and Expressways,1652564754.55
2011,Wisconsin,Rural,Other Principal Arterial,6924131562.9
2011,Wisconsin,Rural,Minor Arterial,5319593278.035
2011,Wisconsin,Rural,Major Collector,7371032237.915
2011,Wisconsin,Rural,Minor Collector,1350181355
2011,Wisconsin,Rural,Local,1858275955
2011,Wisconsin,Urban,Interstate,5205830896
2011,Wisconsin,Urban,Other Freeways and Expressways,4541864484.1
2011,Wisconsin,Urban,Other Principal Arterial,9214442560.515
2011,Wisconsin,Urban,Minor Arterial,5644968009.7
2011,Wisconsin,Urban,Major Collector,2679479810.97
2011,Wisconsin,Urban,Minor Collector,0
2011,Wisconsin,Urban,Local,1589538500
2011,Wyoming,Rural,Interstate,2401437060.57
2011,Wyoming,Rural,Other Freeways and Expressways,0
2011,Wyoming,Rural,Other Principal Arterial,1630638087.65
2011,Wyoming,Rural,Minor Arterial,571896377.35
2011,Wyoming,Rural,Major Collector,594282079.2
2011,Wyoming,Rural,Minor Collector,698975000
2011,Wyoming,Rural,Local,612105000
2011,Wyoming,Urban,Interstate,493052702.165
2011,Wyoming,Urban,Other Freeways and Expressways,10698891.68
2011,Wyoming,Urban,Other Principal Arterial,757735005.34
2011,Wyoming,Urban,Minor Arterial,369865224.43
2011,Wyoming,Urban,Major Collector,400879088.28
2011,Wyoming,Urban,Minor Collector,3271023.785
2011,Wyoming,Urban,Local,700070000
2011,Puerto Rico,Rural,Interstate,462090000
2011,Puerto Rico,Rural,Other Freeways and Expressways,0
2011,Puerto Rico,Rural,Other Principal Arterial,178850000
2011,Puerto Rico,Rural,Minor Arterial,279590000
2011,Puerto Rico,Rural,Major Collector,138700000
2011,Puerto Rico,Rural,Minor Collector,143080000
2011,Puerto Rico,Rural,Local,96360000
2011,Puerto Rico,Urban,Interstate,5032620000
2011,Puerto Rico,Urban,Other Freeways and Expressways,1040250000
2011,Puerto Rico,Urban,Other Principal Arterial,3599630000
2011,Puerto Rico,Urban,Minor Arterial,3490860000
2011,Puerto Rico,Urban,Major Collector,2180145000
2011,Puerto Rico,Urban,Minor Collector,0
2011,Puerto Rico,Urban,Local,1946180000
2010,Alabama,Rural,Interstate,5744605837.45
2010,Alabama,Rural,Other Freeways and Expressways,0
2010,Alabama,Rural,Other Principal Arterial,6503179197.42
2010,Alabama,Rural,Minor Arterial,4800226642.55
2010,Alabama,Rural,Major Collector,4983954972.305
2010,Alabama,Rural,Minor Collector,1685570000
2010,Alabama,Rural,Local,6851415000
2010,Alabama,Urban,Interstate,7552172521.3
2010,Alabama,Urban,Other Freeways and Expressways,591210764.8
2010,Alabama,Urban,Other Principal Arterial,7460653194.37
2010,Alabama,Urban,Minor Arterial,6192350358.885
2010,Alabama,Urban,Major Collector,3273775148.795
2010,Alabama,Urban,Minor Collector,0
2010,Alabama,Urban,Local,8526035000
2010,Alaska,Rural,Interstate,858995538.775
2010,Alaska,Rural,Other Freeways and Expressways,0
2010,Alaska,Rural,Other Principal Arterial,310174313.235
2010,Alaska,Rural,Minor Arterial,114340415.745
2010,Alaska,Rural,Major Collector,352006521.585
2010,Alaska,Rural,Minor Collector,150015000
2010,Alaska,Rural,Local,419020000
2010,Alaska,Urban,Interstate,663146375.89
2010,Alaska,Urban,Other Freeways and Expressways,0
2010,Alaska,Urban,Other Principal Arterial,491211061.45
2010,Alaska,Urban,Minor Arterial,798270150.785
2010,Alaska,Urban,Major Collector,0
2010,Alaska,Urban,Minor Collector,349812596.74
2010,Alaska,Urban,Local,291270000
2010,Arizona,Rural,Interstate,7132905011.515
2010,Arizona,Rural,Other Freeways and Expressways,0
2010,Arizona,Rural,Other Principal Arterial,3302300808.74
2010,Arizona,Rural,Minor Arterial,1784994200.55
2010,Arizona,Rural,Major Collector,2913316414.555
2010,Arizona,Rural,Minor Collector,467200000
2010,Arizona,Rural,Local,1719880000
2010,Arizona,Urban,Interstate,6064827158.935
2010,Arizona,Urban,Other Freeways and Expressways,7278450199.615
2010,Arizona,Urban,Other Principal Arterial,12530052790.21
2010,Arizona,Urban,Minor Arterial,7757949600.965
2010,Arizona,Urban,Major Collector,3109477515.2
2010,Arizona,Urban,Minor Collector,0
2010,Arizona,Urban,Local,5933805000
2010,Arkansas,Rural,Interstate,4328487400.35
2010,Arkansas,Rural,Other Freeways and Expressways,488204049.1
2010,Arkansas,Rural,Other Principal Arterial,4106707680.8
2010,Arkansas,Rural,Minor Arterial,2968340457.65
2010,Arkansas,Rural,Major Collector,4190037826.85
2010,Arkansas,Rural,Minor Collector,718320000
2010,Arkansas,Rural,Local,1991440000
2010,Arkansas,Urban,Interstate,4092658531.5
2010,Arkansas,Urban,Other Freeways and Expressways,965247113.6
2010,Arkansas,Urban,Other Principal Arterial,3620673454.5
2010,Arkansas,Urban,Minor Arterial,3185085002.2
2010,Arkansas,Urban,Major Collector,1343899664.85
2010,Arkansas,Urban,Minor Collector,16124075.75
2010,Arkansas,Urban,Local,1489200000
2010,California,Rural,Interstate,17565014236.375
2010,California,Rural,Other Freeways and Expressways,0
2010,California,Rural,Other Principal Arterial,15958264730.41
2010,California,Rural,Minor Arterial,9493355202.275
2010,California,Rural,Major Collector,9558002730.615
2010,California,Rural,Minor Collector,2634935000
2010,California,Rural,Local,2850650000
2010,California,Urban,Interstate,68206775561.25
2010,California,Urban,Other Freeways and Expressways,53407430244.77
2010,California,Urban,Other Principal Arterial,58435696493.015
2010,California,Urban,Minor Arterial,48607471532.66
2010,California,Urban,Major Collector,18465437116.375
2010,California,Urban,Minor Collector,0
2010,California,Urban,Local,17666365365
2010,Colorado,Rural,Interstate,4149261308
2010,Colorado,Rural,Other Freeways and Expressways,0
2010,Colorado,Rural,Other Principal Arterial,4030499969.55
2010,Colorado,Rural,Minor Arterial,2497415023.1
2010,Colorado,Rural,Major Collector,1834813601.7
2010,Colorado,Rural,Minor Collector,735840000
2010,Colorado,Rural,Local,1472045000
2010,Colorado,Urban,Interstate,7488892683
2010,Colorado,Urban,Other Freeways and Expressways,4514214880
2010,Colorado,Urban,Other Principal Arterial,9047154876.85
2010,Colorado,Urban,Minor Arterial,5257413447.9
2010,Colorado,Urban,Major Collector,2690156499.7
2010,Colorado,Urban,Minor Collector,0
2010,Colorado,Urban,Local,3222220000
2010,Connecticut,Rural,Interstate,711190090
2010,Connecticut,Rural,Other Freeways and Expressways,333223830
2010,Connecticut,Rural,Other Principal Arterial,469575785
2010,Connecticut,Rural,Minor Arterial,499877720
2010,Connecticut,Rural,Major Collector,938236150
2010,Connecticut,Rural,Minor Collector,155855000
2010,Connecticut,Rural,Local,793875000
2010,Connecticut,Urban,Interstate,9633222350
2010,Connecticut,Urban,Other Freeways and Expressways,3887219340
2010,Connecticut,Urban,Other Principal Arterial,3645994125
2010,Connecticut,Urban,Minor Arterial,5090785487.5
2010,Connecticut,Urban,Major Collector,2585880387
2010,Connecticut,Urban,Minor Collector,21491382.5
2010,Connecticut,Urban,Local,2527990000
2010,Delaware,Rural,Interstate,0
2010,Delaware,Rural,Other Freeways and Expressways,0
2010,Delaware,Rural,Other Principal Arterial,1356482430.3
2010,Delaware,Rural,Minor Arterial,323483921.8
2010,Delaware,Rural,Major Collector,591550995.9
2010,Delaware,Rural,Minor Collector,105850000
2010,Delaware,Rural,Local,401500000
2010,Delaware,Urban,Interstate,1191380319.55
2010,Delaware,Urban,Other Freeways and Expressways,439922403.9
2010,Delaware,Urban,Other Principal Arterial,1830085975.7
2010,Delaware,Urban,Minor Arterial,957676736.2
2010,Delaware,Urban,Major Collector,732848536.65
2010,Delaware,Urban,Minor Collector,0
2010,Delaware,Urban,Local,1016890000
2010,District of Columbia,Rural,Interstate,0
2010,District of Columbia,Rural,Other Freeways and Expressways,0
2010,District of Columbia,Rural,Other Principal Arterial,0
2010,District of Columbia,Rural,Minor Arterial,0
2010,District of Columbia,Rural,Major Collector,0
2010,District of Columbia,Rural,Minor Collector,0
2010,District of Columbia,Rural,Local,0
2010,District of Columbia,Urban,Interstate,477325468.65
2010,District of Columbia,Urban,Other Freeways and Expressways,350914624.45
2010,District of Columbia,Urban,Other Principal Arterial,996482543.4
2010,District of Columbia,Urban,Minor Arterial,740011530.25
2010,District of Columbia,Urban,Major Collector,292434277
2010,District of Columbia,Urban,Minor Collector,0
2010,District of Columbia,Urban,Local,733650000
2010,Florida,Rural,Interstate,9459399003.345
2010,Florida,Rural,Other Freeways and Expressways,1941337661.435
2010,Florida,Rural,Other Principal Arterial,7978661315.185
2010,Florida,Rural,Minor Arterial,4112415011.695
2010,Florida,Rural,Major Collector,3711856735.42
2010,Florida,Rural,Minor Collector,1807480000
2010,Florida,Rural,Local,6391515000
2010,Florida,Urban,Interstate,25371133977.23
2010,Florida,Urban,Other Freeways and Expressways,11666671308.505
2010,Florida,Urban,Other Principal Arterial,38743998453.32
2010,Florida,Urban,Minor Arterial,27906863102.16
2010,Florida,Urban,Major Collector,20200246716.85
2010,Florida,Urban,Minor Collector,0
2010,Florida,Urban,Local,36463135000
2010,Georgia,Rural,Interstate,10007085572
2010,Georgia,Rural,Other Freeways and Expressways,0
2010,Georgia,Rural,Other Principal Arterial,6282201661
2010,Georgia,Rural,Minor Arterial,6280530088.75
2010,Georgia,Rural,Major Collector,5848098711.25
2010,Georgia,Rural,Minor Collector,1530445000
2010,Georgia,Rural,Local,6821485000
2010,Georgia,Urban,Interstate,19087890058
2010,Georgia,Urban,Other Freeways and Expressways,2930600184
2010,Georgia,Urban,Other Principal Arterial,12654569082.2
2010,Georgia,Urban,Minor Arterial,15436023820.3
2010,Georgia,Urban,Major Collector,4811242817.05
2010,Georgia,Urban,Minor Collector,0
2010,Georgia,Urban,Local,20032295000
2010,Hawaii,Rural,Interstate,108802287.9
2010,Hawaii,Rural,Other Freeways and Expressways,0
2010,Hawaii,Rural,Other Principal Arterial,506719353
2010,Hawaii,Rural,Minor Arterial,646126488.67
2010,Hawaii,Rural,Major Collector,274660834.14
2010,Hawaii,Rural,Minor Collector,36500000
2010,Hawaii,Rural,Local,850815000
2010,Hawaii,Urban,Interstate,1746478071.95
2010,Hawaii,Urban,Other Freeways and Expressways,521257540.25
2010,Hawaii,Urban,Other Principal Arterial,1866780975.49
2010,Hawaii,Urban,Minor Arterial,701830367.99
2010,Hawaii,Urban,Major Collector,927928385.385
2010,Hawaii,Urban,Minor Collector,0
2010,Hawaii,Urban,Local,1806750000
2010,Idaho,Rural,Interstate,2203875913
2010,Idaho,Rural,Other Freeways and Expressways,0
2010,Idaho,Rural,Other Principal Arterial,2201362501.1
2010,Idaho,Rural,Minor Arterial,930184250
2010,Idaho,Rural,Major Collector,1430663975.45
2010,Idaho,Rural,Minor Collector,243455000
2010,Idaho,Rural,Local,2222120000
2010,Idaho,Urban,Interstate,1271140203.5
2010,Idaho,Urban,Other Freeways and Expressways,0
2010,Idaho,Urban,Other Principal Arterial,2229947465.15
2010,Idaho,Urban,Minor Arterial,1530968212.9
2010,Idaho,Urban,Major Collector,666963757.225
2010,Idaho,Urban,Minor Collector,0
2010,Idaho,Urban,Local,870525000
2010,Illinois,Rural,Interstate,9065701906.55
2010,Illinois,Rural,Other Freeways and Expressways,0
2010,Illinois,Rural,Other Principal Arterial,3867606181.8
2010,Illinois,Rural,Minor Arterial,4664753691.5
2010,Illinois,Rural,Major Collector,5025516329.85
2010,Illinois,Rural,Minor Collector,426320000
2010,Illinois,Rural,Local,3777020000
2010,Illinois,Urban,Interstate,23052797111.25
2010,Illinois,Urban,Other Freeways and Expressways,1213434367.8
2010,Illinois,Urban,Other Principal Arterial,21026972797.25
2010,Illinois,Urban,Minor Arterial,15748031904.85
2010,Illinois,Urban,Major Collector,8278953155.6
2010,Illinois,Urban,Minor Collector,0
2010,Illinois,Urban,Local,9640745000
2010,Indiana,Rural,Interstate,7143452182.55
2010,Indiana,Rural,Other Freeways and Expressways,0
2010,Indiana,Rural,Other Principal Arterial,4661796512.6
2010,Indiana,Rural,Minor Arterial,3501428224.6
2010,Indiana,Rural,Major Collector,6232380277.9
2010,Indiana,Rural,Minor Collector,1916250000
2010,Indiana,Rural,Local,4907060000
2010,Indiana,Urban,Interstate,9362526155.35
2010,Indiana,Urban,Other Freeways and Expressways,1338904570.5
2010,Indiana,Urban,Other Principal Arterial,10393181429.55
2010,Indiana,Urban,Minor Arterial,8316680258.225
2010,Indiana,Urban,Major Collector,5053440229.625
2010,Indiana,Urban,Minor Collector,0
2010,Indiana,Urban,Local,12933410000
2010,Iowa,Rural,Interstate,4857843976.7
2010,Iowa,Rural,Other Freeways and Expressways,0
2010,Iowa,Rural,Other Principal Arterial,5680553604.4
2010,Iowa,Rural,Minor Arterial,2552484920.78
2010,Iowa,Rural,Major Collector,3481531269.775
2010,Iowa,Rural,Minor Collector,877095000
2010,Iowa,Rural,Local,1569500000
2010,Iowa,Urban,Interstate,2591824740.5
2010,Iowa,Urban,Other Freeways and Expressways,0
2010,Iowa,Urban,Other Principal Arterial,3629985278.29
2010,Iowa,Urban,Minor Arterial,3271323831.79
2010,Iowa,Urban,Major Collector,962777987.515
2010,Iowa,Urban,Minor Collector,0
2010,Iowa,Urban,Local,1913695000
2010,Kansas,Rural,Interstate,3192484158.1
2010,Kansas,Rural,Other Freeways and Expressways,0
2010,Kansas,Rural,Other Principal Arterial,4453723574.175
2010,Kansas,Rural,Minor Arterial,2266035661.2
2010,Kansas,Rural,Major Collector,2725348583.155
2010,Kansas,Rural,Minor Collector,253675000
2010,Kansas,Rural,Local,1677175000
2010,Kansas,Urban,Interstate,3641198835.3
2010,Kansas,Urban,Other Freeways and Expressways,1765159341.35
2010,Kansas,Urban,Other Principal Arterial,3565713962.75
2010,Kansas,Urban,Minor Arterial,2778190488.35
2010,Kansas,Urban,Major Collector,1177428774.9
2010,Kansas,Urban,Minor Collector,0
2010,Kansas,Urban,Local,2403525000
2010,Kentucky,Rural,Interstate,6874633622.725
2010,Kentucky,Rural,Other Freeways and Expressways,2111706175.78
2010,Kentucky,Rural,Other Principal Arterial,5291470002.485
2010,Kentucky,Rural,Minor Arterial,2775238753.79
2010,Kentucky,Rural,Major Collector,4688473275.995
2010,Kentucky,Rural,Minor Collector,2538210000
2010,Kentucky,Rural,Local,3473340000
2010,Kentucky,Urban,Interstate,6178354666.025
2010,Kentucky,Urban,Other Freeways and Expressways,799529799.365
2010,Kentucky,Urban,Other Principal Arterial,6103782142
2010,Kentucky,Urban,Minor Arterial,3215996901.11
2010,Kentucky,Urban,Major Collector,1741808064.485
2010,Kentucky,Urban,Minor Collector,1204500
2010,Kentucky,Urban,Local,2212995000
2010,Louisiana,Rural,Interstate,5403563295
2010,Louisiana,Rural,Other Freeways and Expressways,0
2010,Louisiana,Rural,Other Principal Arterial,2543334767.9
2010,Louisiana,Rural,Minor Arterial,2845624154.4
2010,Louisiana,Rural,Major Collector,4087811919.15
2010,Louisiana,Rural,Minor Collector,1466570000
2010,Louisiana,Rural,Local,2705380000
2010,Louisiana,Urban,Interstate,7568561561.5
2010,Louisiana,Urban,Other Freeways and Expressways,572207215
2010,Louisiana,Urban,Other Principal Arterial,7672286213.95
2010,Louisiana,Urban,Minor Arterial,6200390380.69
2010,Louisiana,Urban,Major Collector,2800906310.8
2010,Louisiana,Urban,Minor Collector,0
2010,Louisiana,Urban,Local,1572055000
2010,Maine,Rural,Interstate,2249458441.6
2010,Maine,Rural,Other Freeways and Expressways,0
2010,Maine,Rural,Other Principal Arterial,1883401646.15
2010,Maine,Rural,Minor Arterial,1799524722.8
2010,Maine,Rural,Major Collector,2277476870.9
2010,Maine,Rural,Minor Collector,851910000
2010,Maine,Rural,Local,1423865000
2010,Maine,Urban,Interstate,838061137.15
2010,Maine,Urban,Other Freeways and Expressways,142989330.35
2010,Maine,Urban,Other Principal Arterial,745967417.75
2010,Maine,Urban,Minor Arterial,947397566.05
2010,Maine,Urban,Major Collector,961915970.3
2010,Maine,Urban,Minor Collector,0
2010,Maine,Urban,Local,427415000
2010,Maryland,Rural,Interstate,3554683735.75
2010,Maryland,Rural,Other Freeways and Expressways,0
2010,Maryland,Rural,Other Principal Arterial,3477409680.65
2010,Maryland,Rural,Minor Arterial,2369358709.99
2010,Maryland,Rural,Major Collector,1989876683.83
2010,Maryland,Rural,Minor Collector,1236620000
2010,Maryland,Rural,Local,1658925000
2010,Maryland,Urban,Interstate,13484569596.215
2010,Maryland,Urban,Other Freeways and Expressways,5731969798.425
2010,Maryland,Urban,Other Principal Arterial,10025352074.745
2010,Maryland,Urban,Minor Arterial,6200469800.675
2010,Maryland,Urban,Major Collector,3385036875.68
2010,Maryland,Urban,Minor Collector,0
2010,Maryland,Urban,Local,3011250000
2010,Massachusetts,Rural,Interstate,1372856676.685
2010,Massachusetts,Rural,Other Freeways and Expressways,248468219.155
2010,Massachusetts,Rural,Other Principal Arterial,457964333.46
2010,Massachusetts,Rural,Minor Arterial,559498957.44
2010,Massachusetts,Rural,Major Collector,653253103.085
2010,Massachusetts,Rural,Minor Collector,155490000
